crawl_timestamp,uniq_id,page_url,product_name,list_price,selling_price,discount_percentage,color,size,description,sku
"Feb 07, 2026 @ 15:13:35.261",37c938d089b58929f04fd2bc6ca6137d,https://styleunion.in/collections/kids-bag/products/boys-printed-backpack-nkbb0002?variant=46935028990201,Boys Printed Backpack,399,399,0,Navy,FS,"Product Details Fabric Type: 80% Bolt Twill Weave Type: 20% Trim Fabric 1000 Denier Pattern: Printed Length: 41 X 30 X 16 Cm Fit: 22 Ltrs Description Step into a world of magic and wonder with the Boys Printed Backpack. Designed for comfort and style, this backpack is perfect for young adventurers who love to stand out. Its vibrant print not only captures the imagination but also adds a splash of color to any outfit. Durable Polyester Fabric: Ensures long-lasting use, perfect for daily adventures and school days. Spacious 22 Ltrs Capacity: Offers ample space for books, toys, and essentials, keeping everything organized and within reach. Enchanting Print: Sparks creativity and joy, making every day feel magical. 20% Trim Fabric 1000 Denier: Provides extra protection against the elements, ensuring your belongings stay safe and dry. Whether heading to school, a playdate, or a weekend getaway, this backpack is the perfect companion for any occasion. Let your child's personality shine through with this delightful and functional accessory. Wash and Care Hand Wash 30°C. Do Not Bleach. Wash Separately. Hang Dry In Shade. Hot Iron. Do Not Dry Clean. Do Not Iron On Embellishment. This Garment Have Tendency To Fade",8909063107928
"Feb 07, 2026 @ 15:13:36.009",2db25448126e34a7cda0003c0e621119,https://styleunion.in/collections/kids-bag/products/boys-union-print-backpack-nkbb0001?variant=46687693734137,Boys Union Print Backpack,599,599,0,Blue,FS,"Product Details Fabric Type: Polyester Weave Type: Pu Coat And Wr Coating Pattern: Union Print Length: 28 X 12 X 38 Cm Fit: 22 Ltrs Description Discover the perfect blend of style and functionality with the Boys Union Print Backpack. Crafted from durable polyester, this backpack is designed to withstand the rigors of daily use while providing ample space for all your essentials. Its unique union print adds a touch of personality, making it a standout choice for school, travel, or everyday adventures. Durable Polyester Fabric: Ensures long-lasting use, keeping your belongings safe and secure. Spacious 22 Litre Capacity: Offers plenty of room for books, gadgets, and more, making it ideal for school or travel. Stylish Union Print: Adds a unique flair, allowing your child to express their individuality. Pu Coat And Wr Coating: Provides added protection against the elements, ensuring your items stay dry. Whether heading to school or embarking on a new adventure, this backpack is the perfect companion, combining practicality with a touch of style. Wash and Care Hand Wash",8909063107621
"Feb 07, 2026 @ 15:13:36.825",75c546fb0a4330a522390a29d2076319,https://styleunion.in/collections/kids-bag/products/girls-printed-backpack-nkgb0002?variant=46935029022969,Girls Printed Backpack,599,599,0,Green,FS,"Product Details Fabric Type: 80% Bolt Twill Weave Type: 20% Trim Fabric 1000 Denier Pattern: Printed Length: 41 X 30 X 16 Cm Fit: 22 Ltrs Description Step into a world of magic and wonder with the Girls Printed Backpack. Designed for comfort and style, this backpack is perfect for young adventurers who love to stand out. Its vibrant print not only captures the imagination but also adds a splash of color to any outfit. Durable Polyester Fabric: Ensures long-lasting use, perfect for daily adventures and school days. Spacious 22 Ltrs Capacity: Offers ample space for books, toys, and essentials, keeping everything organized and within reach. Enchanting Print: Sparks creativity and joy, making every day feel magical. 20% Trim Fabric 1000 Denier: Provides extra protection against the elements, ensuring your belongings stay safe and dry. Whether heading to school, a playdate, or a weekend getaway, this backpack is the perfect companion for any occasion. Let your child's personality shine through with this delightful and functional accessory. Wash and Care Hand Wash 30°C. Do Not Bleach. Wash Separately. Hang Dry In Shade. Hot Iron. Do Not Dry Clean. Do Not Iron On Embellishment. This Garment Have Tendency To Fade",8909063107935
"Feb 07, 2026 @ 15:13:37.587",8bbefca0892ca78e9720dbfd71e349fe,https://styleunion.in/collections/kids-bag/products/girls-unicorn-print-backpack-nkgb0001?variant=46687693766905,Girls Unicorn Print Backpack,599,599,0,Pink,FS,"Product Details Fabric Type: Polyester Weave Type: Pu Coat And Wr Coating Pattern: Unicorn Print Length: 29 X 12 X 38 Cm Fit: 22 Ltrs Description Step into a world of magic and wonder with the Girls Unicorn Print Backpack. Designed for comfort and style, this backpack is perfect for young adventurers who love to stand out. Its vibrant unicorn print not only captures the imagination but also adds a splash of color to any outfit. Durable Polyester Fabric: Ensures long-lasting use, perfect for daily adventures and school days. Spacious 22 Ltrs Capacity: Offers ample space for books, toys, and essentials, keeping everything organized and within reach. Enchanting Unicorn Print: Sparks creativity and joy, making every day feel magical. Pu Coat And Wr Coating: Provides extra protection against the elements, ensuring your belongings stay safe and dry. Whether heading to school, a playdate, or a weekend getaway, this backpack is the perfect companion for any occasion. Let your child's personality shine through with this delightful and functional accessory. Wash and Care Hand Wash",8909063107638
"Feb 07, 2026 @ 15:13:38.410",3745ad907c51595e88e32aa7f79dd736,https://styleunion.in/collections/kids-bag/products/regular-fit-jacquard-t-shirt-pfct00003?variant=46284011372793,Velocitee™ - Air Dry® Pro - Ideal Gym T-Shirt -Made To Move,499,499,0,Endurance,XS,"Product Details Fabric Type: 90% Nylon, 10% Spandex Weave Type: Knit Pattern: Jacquard Length: Regular Length Neck/Collar Type: Crew Neck Sleeve Type: Half Sleeve Fit: Regular Fit Description Experience the perfect blend of comfort and style with our Jacquard Crew Neck T-Shirt. Crafted from a premium blend of nylon and spandex, this t-shirt offers unparalleled flexibility and durability. Whether you're hitting the gym or enjoying a casual day out, this t-shirt is your go-to choice for effortless style and comfort. Strong Fabric: Built to withstand the rigors of daily wear, ensuring long-lasting use. Smooth and Durable: Enjoy a soft touch against your skin while benefiting from a fabric that stands the test of time. Flexible 4-Way Stretch: Moves with you, providing unrestricted movement for any activity. Breathable and Fast Dry: Keeps you cool and dry, perfect for intense workouts or hot days. Light Weight: Feels like a second skin, offering comfort without the bulk. Perfect for sports, casual outings, or lounging at home, this t-shirt adapts to your lifestyle, ensuring you look and feel your best. Wash and Care Machine Wash Cold Gentle Cycle, Wash Dark Colors Separately. Do Not Bleach. Tumble Dry Low. Cool Iron If Required. Do Not Dry Clean.",8909001678572
"Feb 07, 2026 @ 15:13:39.273",a0f60d712e5c02bab24564c592ae66bb,https://styleunion.in/collections/kids-bag/products/air-polo-solid-t-shirt-atpo00002?variant=46634704929017,Air Dry Travel Ready Light weight Polo-Ready To Move,399,399,0,Pistachio Shell,S,"Product Details Fabric Type: 70% Cotton, 30% Polyester Weave Type: Knit Pattern: Solid Length: Regular Length Neck/Collar Type: Polo Neck Sleeve Type: Half Sleeve Fit: Regular Fit Description Experience the perfect blend of comfort and style with the Air Polo Solid T-Shirt. Crafted from a premium cotton-polyester mix, this t-shirt offers the softness of cotton with the durability of polyester, ensuring it remains a staple in your wardrobe for years to come. The solid pattern and classic polo neck make it a versatile choice for any occasion, whether you're heading to a casual outing or a relaxed day at work. Comfortable Fabric: The 70% cotton composition provides a soft touch against the skin, while the 30% polyester ensures long-lasting wear. Classic Design: The solid pattern and polo neck offer a timeless look that never goes out of style. Versatile Wear: Perfect for casual outings, work, or a day out with friends, this t-shirt adapts to any setting. Easy Maintenance: Machine washable, making it convenient to care for and keep looking fresh. Wash and Care Machine Wash 40°C. Wash Dark Colours Separately. Do Not Bleach. Tumble Dry Low. Warm Iron. Do Not Dryclean.",8909001826140
"Feb 07, 2026 @ 15:13:40.162",5fbc14e67f24e254d1efb6a41bdf1846,https://styleunion.in/collections/kids-bag/products/solid-running-shorts-pfst00002?variant=47058344476921,Air Dry Solid Running Shorts,599,599,0,Flex,XS,"Product Details Fabric Type: 98% Polyester, 2% Spandex Weave Type: Knit Pattern: Solid Length: Above Knee Fit: Regular Fit Waist Rise: Mid Rise Pockets: Welt Pocket, 2 Description Experience the perfect blend of comfort and style with our Solid Running Shorts. Designed for the active man, these shorts offer a relaxed fit that ensures ease of movement, making them your ideal companion for any workout or casual day out. The lightweight fabric keeps you cool and dry, while the solid pattern adds a touch of sophistication to your athletic wardrobe. Comfortable Fabric: The 98% Polyester and 2% Spandex blend provides a soft, stretchy feel that moves with you, ensuring maximum comfort during any activity. Practical Pockets: Featuring two welt pockets, these shorts offer convenient storage for your essentials, keeping them secure while you stay active. Versatile Design: The solid pattern and above-knee length make these shorts suitable for both workouts and casual outings, offering versatility in your wardrobe. Whether you're hitting the gym or running errands, these shorts are designed to fit seamlessly into your lifestyle, providing both functionality and style. Wash and Care Hand Wash 30°C. Wash Dark Colours Separately. Do Not Bleach. Line Dry. Do Not Iron On Embellishment. Cool Iron. Do Not Dry Clean.",8909404034128
"Feb 07, 2026 @ 15:13:41.012",0f0e05eea8007859958850205112b87a,https://styleunion.in/collections/kids-bag/products/mid-flare-solid-high-rise-leggings-wacl00002?variant=46284949979385,Air Dry Bootcut High Rise Leggings,599,599,0,Black,XS,"Product Details Fabric Type: Cotton Spandex (95% Cotton, 5% Spandex) Weave Type: Knit Pattern: Solid Length: Regular Length Fit: Boot Cut Waist Rise: High Rise Description Experience unparalleled comfort and style with our Bootcut High Rise Leggings. Crafted from a soft and stretchy cotton spandex blend, these leggings offer a perfect balance of flexibility and support. The high-rise waist provides a flattering silhouette, while the bootcut design adds a touch of elegance to your look. Whether you're heading to a casual outing or a relaxed day at home, these leggings are your go-to choice for effortless style and comfort. Comfortable Fabric: The cotton spandex blend ensures a soft touch against your skin, providing all-day comfort. High Rise Waist: Offers a secure fit and enhances your natural curves, giving you confidence in every step. Bootcut Design: Adds a stylish flair to your outfit, perfect for pairing with your favorite footwear. Versatile Style: Ideal for both casual and semi-formal occasions, making it a versatile addition to your wardrobe. Picture yourself wearing these leggings on a sunny day out with friends or lounging comfortably at home. Their versatility and comfort make them a must-have for any wardrobe. Wash and Care Hand Wash 30°C. Do Not Bleach. Wash Separately. Hang Dry In Shade. Hot Iron. Do Not Dry Clean. Do Not Iron On Embellishment. This Garment Has Tendency To Fade.",8909001309407
"Feb 07, 2026 @ 15:13:41.869",354f09c23260dd50d82653077b9f5d16,https://styleunion.in/collections/kids-bag/products/elastomultiester-fabric-ultra-light-weight-enhanced-flexibility-and-stretch-wicking-technology-fast-dry-and-breathable-mobile-pocket-air-shorts-atst00001?variant=46284196643065,Air Shorts™ 25- Ultra Light Enhanced Flexibility And Stretch AirDry® Secure Zip Mobile Pocket-Ready To Move,499,499,0,Black,XS,"Product Details Fabric Type: 100% Elastomultiester Weave Type: Knit Pattern: Solid Length: Regular Length Waist Rise: Mid Rise Pockets: Welt Pocket, 3 Description Experience the ultimate in comfort and flexibility with our Air Shorts™ 24. Crafted from ultra-light elastomultiester fabric, these shorts offer enhanced stretch and breathability, making them perfect for active wear, travel, or everyday comfort. The fast-dry technology ensures you stay cool and dry, no matter the activity. Ultra Light Weight: Feel unrestricted and free with a fabric that moves with you. Enhanced Flexibility and Stretch: Enjoy a full range of motion, perfect for any activity. Fast Dry and Breathable: Stay fresh and comfortable with moisture-wicking technology. Secure Zip Mobile Pocket: Keep your essentials safe and secure, even on the go. Whether you're hitting the gym, exploring new destinations, or simply running errands, these shorts are designed to keep up with your lifestyle. The mid-rise waist offers a comfortable fit, while the solid pattern provides a sleek, modern look. Wash and Care Machine Wash 30°C. Wash Dark Colours Separately. Do Not Bleach. Tumble Dry Low. Warm Iron. Do Not Dry Clean. Do Not Iron On Embellishment.",8909001506608
"Feb 07, 2026 @ 15:13:42.996",ed887f0a65117f879b9358bffac5bec9,https://styleunion.in/collections/kids-bag/products/regular-fit-solid-jacket-pfjk00001?variant=46284008194297,"AirJack™ 25 – Air Dry® Regular Fit Jacket With 2 Zip Pockets. LightWeight, breathable - perfect for all Weather-On The Go",899,899,0,Camel,S,"Product Details Fabric Type: Polyester (100% Elastomultiester) Weave Type: Knit Pattern: Solid Length: Regular Length Neck/Collar Type: High Neck Sleeve Type: Full Sleeve Fit: Regular Fit Pockets: Cross Pocket, 2 Description Experience the perfect blend of comfort and style with the AirJack™ 25 – Air Dry® Regular Fit Jacket. This lightweight jacket is designed to keep you comfortable and stylish, no matter the weather. Its breathable fabric ensures you stay cool and dry, making it ideal for on-the-go lifestyles. Lightweight: Enjoy the freedom of movement without feeling weighed down. Breathable Fabric: Stay fresh and comfortable, even during active days. High Neck Design: Offers added warmth and a sleek, modern look. 2 Zip Pockets: Keep your essentials secure and within easy reach. Whether you're heading to the gym, running errands, or enjoying a casual day out, this jacket is your go-to choice for versatile style and comfort. Wash and Care Machine Wash 30°C. Wash Dark Colours Separately. Do Not Bleach. Tumble Dry Low. Warm Iron. Do Not Dry Clean. Do Not Iron On Embellishment.",8909001654347
"Feb 07, 2026 @ 15:13:43.841",9732a235b80baa5238a15535ad51e586,https://styleunion.in/collections/womens-socks/products/womens-cotton-polyester-printed-socks-lso0018?variant=44988530131193,Womens Cotton Polyester Printed Socks (Pack of 2),149,149,0,Multicolour,FS,"Product Details Fabric type: Cotton Polyester Weave type: Woven Pattern: Printed Style: Ladies Socks Occasion: Accessories Description These socks are crafted from a comfortable cotton polyester, perfect for everyday wear. They provide a snug fit and excellent breathability, ensuring your feet stay cozy and fresh throughout the day. Fabric Wash and Care Hand Wash",8909063001264
"Feb 07, 2026 @ 15:13:44.582",2ad5cb320a38391787ad229cfcca6929,https://styleunion.in/collections/womens-socks/products/women-cotton-solid-socks-lso0021-lso0021lavenderpink?variant=46219032232185,Women Cotton Solid Socks (Pack of 2),199,199,0,Multicolour,FS,"Product Details Fabric type: Cotton (Cotton 80%, Nylon 15%,Spandex 5%) Weave type: Woven Pattern: Solid Description These socks are crafted from a comfortable cotton, perfect for everyday wear. They provide a snug fit and excellent breathability, ensuring your feet stay cozy and fresh throughout the day. Wash and Care Hand Wash",8909063032947
"Feb 07, 2026 @ 15:13:45.304",41a501850c0ce4ec780647e1b7e5cee0,https://styleunion.in/collections/womens-socks/products/womens-cotton-ankle-length-socks-lso0013?variant=46254739194105,Womens Cotton Ankle Length Socks (Pack of 2),149,149,0,Multicolour,FS,"Product Details Fabric type: Cotton (Cotton 72%, Polyester 27%, Spandex 1%) Weave type: Woven Pattern: Solid Length: Ankle Length Style: Ladies Socks Occasion: Accessories Description These ankle length socks are crafted from a comfortable cotton, perfect for everyday wear. They provide a snug fit and excellent breathability, ensuring your feet stay cozy and fresh throughout the day. Wash and Care Hand Wash",8909001180174
"Feb 07, 2026 @ 15:13:46.025",e8c6c1a77c66b3381507354a06e02624,https://styleunion.in/collections/womens-socks/products/womens-cotton-polyester-printed-socks-lso0020?variant=44988530327801,Womens Cotton Polyester Printed Socks (Pack of 2),149,149,0,Multicolour,FS,"Product Details Fabric type: Cotton Polyester Weave type: Woven Pattern: Printed Style: Ladies Socks Occasion: Accessories Description These socks are crafted from a comfortable cotton polyester, perfect for everyday wear. They provide a snug fit and excellent breathability, ensuring your feet stay cozy and fresh throughout the day. Fabric Wash and Care Hand Wash",8909063001288
"Feb 07, 2026 @ 15:13:46.862",5d4b61621b5bf8fb48daaf16d6523618,https://styleunion.in/collections/womens-socks/products/womens-cotton-polyester-ankle-length-socks-lso0013?variant=46254739161337,Womens Cotton Polyester Ankle Length Socks (Pack of 2),149,149,0,Multicolour,FS,"Product Details Fabric type: Cotton Polyester (Cotton 70%, Polyester 15%, Nylon 13%, Elastane 2%) Weave type: Woven Pattern: Solid Length: Ankle Length Style: Ladies Socks Occasion: Accessories Description These ankle length socks are crafted from a comfortable cotton polyester, perfect for everyday wear. They provide a snug fit and excellent breathability, ensuring your feet stay cozy and fresh throughout the day. Wash and Care Hand Wash",8909001176535
"Feb 07, 2026 @ 15:13:47.601",17c7be9c73cd4561182fd78b223749a7,https://styleunion.in/collections/womens-socks/products/womens-solid-low-cut-socks-lso0021brownmelnavymel?variant=46299060076793,Womens Cotton Solid Low Cut Socks (Pack of 2),199,199,0,Multicolour,FS,"Product Details Fabric Type: Cotton (80%), Nylon (15%), Spandex (5%) Weave Type: Woven Pattern: Solid Length: Low Cut Description Experience the perfect blend of comfort and style with our Women's Cotton Solid Low Cut Socks. Crafted to provide a snug fit, these socks are your ideal companion for any occasion, ensuring your feet stay comfortable and dry all day long. Soft Cotton Blend: The high cotton content ensures a soft touch against your skin, providing unparalleled comfort. Durable Design: The addition of nylon and spandex offers durability and stretch, ensuring the socks maintain their shape and fit. Versatile Style: The solid pattern and low cut design make these socks perfect for both casual and athletic wear. Whether you're heading to the gym or just lounging at home, these socks are designed to keep up with your lifestyle, offering both functionality and fashion. Wash and Care Machine wash cold with like colors. Do not bleach. Tumble dry low. Do not iron. Do not dry clean.",8909063054017
"Feb 07, 2026 @ 15:13:48.480",4d3d987d107cab90ea62d58118c8840c,https://styleunion.in/collections/womens-socks/products/womens-cotton-solid-socks-lso0014-2?variant=44994436628729,Womens Cotton Solid Socks (Pack of 2),199,199,0,Multicolour,FS,"Product Details Fabric type: Cotton Polyester Spandex (Cotton 72%, Polyester 27%, Spandex 1%) Weave type: Woven Pattern: Solid Style: Ladies No Show Occasion: Accessories Description These socks are crafted from a comfortable cotton, perfect for everyday wear. They provide a snug fit and excellent breathability, ensuring your feet stay cozy and fresh throughout the day. Fabric Wash and Care Hand Wash",8909001180198
